id,isCreator,tag,followerCount
100203,False,finance,46
100204,False,finance,54
100205,False,finance,61
100206,False,finance,52
100207,False,finance,63
100208,False,finance,33
100209,False,finance,47
100210,False,finance,52
100211,False,finance,58
100212,False,finance,48
100213,False,finance,58
100214,False,finance,49
100215,False,finance,67
100216,False,finance,44
100217,False,finance,52
100218,False,finance,40
100219,False,finance,50
100220,False,finance,50
100221,False,finance,51
100222,False,finance,60
100223,False,finance,41
100224,False,finance,56
100225,False,finance,54
100226,False,finance,41
100227,False,finance,47
100228,False,finance,48
100229,False,finance,61
100230,False,finance,50
100231,False,finance,48
100232,False,finance,50
100233,False,finance,50
100234,False,finance,53
100235,False,finance,37
100236,False,finance,41
100237,False,finance,41
100238,False,finance,43
100239,False,finance,61
100240,False,finance,53
100241,False,finance,43
100242,False,finance,42
100243,False,finance,42
100244,False,finance,40
100245,False,finance,43
100246,False,finance,50
100247,False,finance,53
100248,False,finance,36
100249,False,finance,57
100250,False,finance,43
100251,False,finance,47
100252,False,finance,52
100253,False,finance,49
100254,False,finance,31
100255,False,finance,50
100256,False,finance,40
100257,False,finance,51
100258,False,finance,45
100259,False,finance,43
100260,False,finance,52
100261,False,finance,56
100262,False,finance,38
100263,False,finance,52
100264,False,finance,49
100265,False,finance,45
100266,False,finance,53
100267,False,finance,52
100268,False,finance,39
100269,False,finance,44
100270,False,finance,43
100271,False,finance,38
100272,False,finance,40
100273,False,finance,57
100274,False,finance,42
100275,False,finance,63
100276,False,finance,51
100277,False,finance,56
100278,False,finance,46
100279,False,finance,50
100280,False,finance,40
100281,False,finance,45
100282,False,finance,42
100283,False,finance,51
100284,False,finance,46
100285,False,finance,46
100286,False,finance,45
100287,False,finance,56
100288,False,finance,49
100289,False,finance,47
100290,False,finance,40
100291,False,finance,64
100292,False,finance,51
100293,False,finance,41
100294,False,finance,43
100295,False,finance,42
100296,False,finance,53
100297,False,finance,47
100298,False,finance,48
100299,False,finance,49
100300,False,finance,49
100301,False,finance,55
100302,False,finance,44
100303,False,finance,47
100304,False,finance,61
100305,False,finance,53
100306,False,finance,41
100307,False,finance,52
100308,False,finance,60
100309,False,finance,41
100310,False,finance,44
100311,False,finance,47
100312,False,finance,40
100313,False,finance,41
100314,False,finance,57
100315,False,finance,44
100316,False,finance,55
100317,False,finance,54
100318,False,finance,44
100319,False,finance,43
100320,False,finance,52
100321,False,finance,49
100322,False,finance,42
100323,False,finance,50
100324,False,finance,63
100325,False,finance,54
100326,False,finance,52
100327,False,finance,48
100328,False,finance,49
100329,False,finance,59
100330,False,finance,52
100331,False,finance,35
100332,False,finance,57
100333,False,finance,46
100334,False,finance,51
100335,False,finance,47
100336,False,finance,55
100337,False,finance,44
100338,False,finance,41
100339,False,finance,50
100340,False,finance,62
100341,False,finance,52
100342,False,finance,41
100343,False,finance,50
100344,False,finance,37
100345,False,finance,43
100346,False,finance,51
100347,False,finance,56
100348,False,finance,50
100349,False,finance,48
100350,False,finance,42
100351,False,finance,47
100352,False,finance,53
100353,False,finance,55
100354,False,finance,44
100355,False,finance,57
100356,False,finance,53
100357,False,finance,39
100358,False,finance,58
100359,False,finance,54
100360,False,finance,45
100361,False,finance,43
100362,False,finance,43
100363,False,finance,48
100364,False,finance,57
100365,False,finance,45
100366,False,finance,52
100367,False,finance,53
100368,False,finance,51
100369,False,finance,56
100370,False,finance,59
100371,False,finance,60
100372,False,finance,48
100373,False,finance,45
100374,False,finance,53
100375,False,finance,41
100376,False,finance,42
100377,False,finance,40
100378,False,finance,45
100379,False,finance,53
100380,False,finance,43
100381,False,finance,59
100382,False,finance,52
100383,False,finance,48
100384,False,finance,50
100385,False,finance,42
100386,False,finance,38
100387,False,finance,44
100388,False,finance,45
100389,False,finance,55
100390,False,finance,51
100391,False,finance,53
100392,False,finance,55
100393,False,finance,52
100394,False,finance,50
100395,False,finance,46
100396,False,finance,40
100397,False,finance,55
100398,False,finance,54
100399,False,finance,44
100400,False,finance,57
100401,False,finance,45
100402,False,finance,47
100403,False,finance,62
100404,False,finance,66
100405,False,finance,43
100406,False,finance,59
100407,False,finance,57
100408,False,finance,54
100409,False,finance,44
100410,False,finance,65
100411,False,finance,42
100412,False,finance,62
100413,False,finance,54
100414,False,finance,65
100415,False,finance,46
100416,False,finance,44
100417,False,finance,37
100418,False,finance,47
100419,False,finance,36
100420,False,finance,51
100421,False,finance,46
100422,False,finance,60
100423,False,finance,44
100424,False,finance,59
100425,False,finance,59
100426,False,finance,64
100427,False,finance,56
100428,False,finance,50
100429,False,finance,56
100430,False,finance,48
100431,False,finance,44
100432,False,finance,47
100433,False,finance,46
100434,False,finance,32
100435,False,finance,48
100436,False,finance,56
100437,False,finance,48
100438,False,finance,65
100439,False,finance,52
100440,False,finance,65
100441,False,finance,52
100442,False,finance,44
100443,False,finance,44
100444,False,finance,56
100445,False,finance,48
100446,False,finance,54
100447,False,finance,57
100448,False,finance,44
100449,False,finance,52
100450,False,finance,39
100451,False,finance,45
100452,False,finance,59
100453,False,finance,53
100454,False,finance,38
100455,False,finance,47
100456,False,finance,55
100457,False,finance,38
100458,False,finance,54
100459,False,finance,58
100460,False,finance,50
100461,False,finance,58
100462,False,finance,54
100463,False,finance,45
100464,False,finance,57
100465,False,finance,58
100466,False,finance,54
100467,False,finance,54
100468,False,finance,52
100469,False,finance,42
100470,False,finance,59
100471,False,finance,58
100472,False,finance,46
100473,False,finance,42
100474,False,finance,58
100475,False,finance,53
100476,False,finance,53
100477,False,finance,56
100478,False,finance,56
100479,False,finance,69
100480,False,finance,54
100481,False,finance,46
100482,False,finance,37
100483,False,finance,47
100484,False,finance,55
100485,False,finance,56
100486,False,finance,50
100487,False,finance,54
100488,False,finance,48
100489,False,finance,42
100490,False,finance,54
100491,False,finance,38
100492,False,finance,53
100493,False,finance,66
100494,False,finance,49
100495,False,finance,48
100496,False,finance,48
100497,False,finance,60
100498,False,finance,43
100499,False,finance,53
100500,False,finance,59
100501,False,finance,71
100502,False,finance,59
100503,False,finance,56
100504,False,finance,41
100505,False,finance,62
100506,False,finance,57
100507,False,finance,40
100508,False,finance,54
100509,False,finance,43
100510,False,finance,36
100511,False,finance,45
100512,False,finance,46
100513,False,finance,48
100514,False,finance,52
100515,False,finance,54
100516,False,finance,56
100517,False,finance,50
100518,False,finance,41
100519,False,finance,52
100520,False,finance,51
100521,False,finance,46
100522,False,finance,38
100523,False,finance,30
100524,False,finance,48
100525,False,finance,51
100526,False,finance,57
100527,False,finance,42
100528,False,finance,53
100529,False,finance,54
100530,False,finance,55
100531,False,finance,47
100532,False,finance,38
100533,False,finance,51
100534,False,finance,49
100535,False,finance,50
100536,False,finance,38
100537,False,finance,44
100538,False,finance,59
100539,False,finance,43
100540,False,finance,53
100541,False,finance,51
100542,False,finance,43
100543,False,finance,37
100544,False,finance,45
100545,False,finance,59
100546,False,finance,55
100547,False,finance,47
100548,False,finance,59
100549,False,finance,49
100550,False,finance,50
100551,False,finance,61
100552,False,finance,45
100553,False,finance,62
100554,False,finance,53
100555,False,finance,55
100556,False,finance,42
100557,False,finance,72
100558,False,finance,59
100559,False,finance,44
100560,False,finance,49
100561,False,finance,47
100562,False,finance,42
100563,False,finance,71
100564,False,finance,53
100565,False,finance,56
100566,False,finance,44
100567,False,finance,42
100568,False,finance,46
100569,False,finance,48
100570,False,finance,52
100571,False,finance,42
100572,False,finance,53
100573,False,finance,58
100574,False,finance,52
100575,False,finance,43
100576,False,finance,45
100577,False,finance,51
100578,False,finance,32
100579,False,finance,49
100580,False,finance,46
100581,False,finance,32
100582,False,finance,53
100583,False,finance,49
100584,False,finance,50
100585,False,finance,41
100586,False,finance,46
100587,False,finance,43
100588,False,finance,72
100589,False,finance,54
100590,False,finance,59
100591,False,finance,54
100592,False,finance,65
100593,False,finance,50
100594,False,finance,59
100595,False,finance,54
100596,False,finance,44
100597,False,finance,48
100598,False,finance,40
100599,False,finance,59
100600,False,finance,51
100601,False,finance,60
100602,False,finance,46
100603,False,finance,57
100604,False,finance,57
100605,False,finance,57
100606,False,finance,51
100607,False,finance,46
100608,False,finance,48
100609,False,finance,48
100610,False,finance,44
100611,False,finance,44
100612,False,finance,52
100613,False,finance,52
100614,False,finance,47
100615,False,finance,50
100616,False,finance,47
100617,False,finance,52
100618,False,finance,52
100619,False,finance,57
100620,False,finance,67
100621,False,finance,43
100622,False,finance,53
100623,False,finance,47
100624,False,finance,50
100625,False,finance,45
100626,False,finance,57
100627,False,finance,46
100628,False,finance,55
100629,False,finance,48
100630,False,finance,42
100631,False,finance,43
100632,False,finance,54
100633,False,finance,51
100634,False,finance,69
100635,False,finance,57
100636,False,finance,66
100637,False,finance,44
100638,False,finance,52
100639,False,finance,47
100640,False,finance,56
100641,False,finance,57
100642,False,finance,53
100643,False,finance,53
100644,False,finance,52
100645,False,finance,55
100646,False,finance,44
100647,False,finance,52
100648,False,finance,44
100649,False,finance,52
100650,False,finance,54
100651,False,finance,48
100652,False,finance,41
100653,False,finance,55
100654,False,finance,45
100655,False,finance,43
100656,False,finance,44
100657,False,finance,37
100658,False,finance,37
100659,False,finance,44
100660,False,finance,60
100661,False,finance,51
100662,False,finance,46
100663,False,finance,51
100664,False,finance,49
100665,False,finance,51
100666,False,finance,42
100667,False,finance,43
100668,False,finance,39
100669,False,finance,56
100670,False,finance,53
100671,False,finance,63
100672,False,finance,48
100673,False,finance,51
100674,False,finance,50
100675,False,finance,38
100676,False,finance,41
100677,False,finance,56
100678,False,finance,45
100679,False,finance,51
100680,False,finance,48
100681,False,finance,52
100682,False,finance,62
100683,False,finance,40
100684,False,finance,47
100685,False,finance,59
100686,False,finance,57
100687,False,finance,38
100688,False,finance,42
100689,False,finance,47
100690,False,finance,53
100691,False,finance,41
100692,False,finance,62
100693,False,finance,52
100694,False,finance,42
100695,False,finance,48
100696,False,finance,47
100697,False,finance,46
100698,False,finance,49
100699,False,finance,53
100700,False,finance,52
100701,False,finance,42
100702,False,finance,56
100703,False,finance,41
100704,False,finance,46
100705,False,finance,54
100706,False,finance,57
100707,False,finance,46
100708,False,finance,50
100709,False,finance,41
100710,False,finance,49
100711,False,finance,47
100712,False,finance,58
100713,False,finance,56
100714,False,finance,48
100715,False,finance,56
100716,False,finance,51
100717,False,finance,68
100718,False,finance,40
100719,False,finance,49
100720,False,finance,39
100721,False,finance,41
100722,False,finance,55
100723,False,finance,47
100724,False,finance,49
100725,False,finance,56
100726,False,finance,54
100727,False,finance,45
100728,False,finance,49
100729,False,finance,53
100730,False,finance,53
100731,False,finance,36
100732,False,finance,41
100733,False,finance,50
100734,False,finance,32
100735,False,finance,55
100736,False,finance,37
100737,False,finance,47
100738,False,finance,47
100739,False,finance,53
100740,False,finance,42
100741,False,finance,53
100742,False,finance,45
100743,False,finance,46
100744,False,finance,53
100745,False,finance,43
100746,False,finance,52
100747,False,finance,53
100748,False,finance,57
100749,False,finance,52
100750,False,finance,57
100751,False,finance,41
100752,False,finance,63
100753,False,finance,47
100754,False,finance,49
100755,False,finance,65
100756,False,finance,40
100757,False,finance,60
100758,False,finance,45
100759,False,finance,62
100760,False,finance,56
100761,False,finance,58
100762,False,finance,56
100763,False,finance,42
100764,False,finance,33
100765,False,finance,41
100766,False,finance,57
100767,False,finance,50
100768,False,finance,55
100769,False,finance,52
100770,False,finance,46
100771,False,finance,54
100772,False,finance,53
100773,False,finance,42
100774,False,finance,39
100775,False,finance,57
100776,False,finance,51
100777,False,finance,52
100778,False,finance,47
100779,False,finance,51
100780,False,finance,56
100781,False,finance,55
100782,False,finance,67
100783,False,finance,46
100784,False,finance,46
100785,False,finance,49
100786,False,finance,60
100787,False,finance,48
100788,False,finance,54
100789,False,finance,52
100790,False,finance,57
100791,False,finance,52
100792,False,finance,53
100793,False,finance,52
100794,False,finance,51
100795,False,finance,54
100796,False,finance,45
100797,False,finance,50
100798,False,finance,35
100799,False,finance,56
100800,False,finance,56
100801,False,finance,49
100802,False,finance,46
100803,False,finance,38
100804,False,finance,52
100805,False,finance,53
100806,False,finance,53
100807,False,finance,40
100808,False,finance,58
100809,False,finance,51
100810,False,finance,43
100811,False,finance,46
100812,False,finance,45
100813,False,finance,46
100814,False,finance,45
100815,False,finance,59
100816,False,finance,43
100817,False,finance,49
100818,False,finance,41
100819,False,finance,55
100820,False,finance,49
100821,False,finance,56
100822,False,finance,52
100823,False,finance,55
100824,False,finance,67
100825,False,finance,35
100826,False,finance,45
100827,False,finance,61
100828,False,finance,45
100829,False,finance,49
100830,False,finance,36
100831,False,finance,30
100832,False,finance,61
100833,False,finance,51
100834,False,finance,47
100835,False,finance,64
100836,False,finance,48
100837,False,finance,45
100838,False,finance,43
100839,False,finance,49
100840,False,finance,52
100841,False,finance,40
100842,False,finance,44
100843,False,finance,58
100844,False,finance,50
100845,False,finance,59
100846,False,finance,37
100847,False,finance,51
100848,False,finance,49
100849,False,finance,58
100850,False,finance,49
100851,False,finance,53
100852,False,finance,36
100853,False,finance,57
100854,False,finance,43
100855,False,finance,42
100856,False,finance,56
100857,False,finance,44
100858,False,finance,49
100859,False,finance,51
100860,False,finance,39
100861,False,finance,57
100862,False,finance,43
100863,False,finance,45
100864,False,finance,52
100865,False,finance,57
100866,False,finance,62
100867,False,finance,42
100868,False,finance,57
100869,False,finance,41
100870,False,finance,43
100871,False,finance,53
100872,False,finance,49
100873,False,finance,57
100874,False,finance,70
100875,False,finance,53
100876,False,finance,60
100877,False,finance,42
100878,False,finance,51
100879,False,finance,38
100880,False,finance,43
100881,False,finance,57
100882,False,finance,54
100883,False,finance,49
100884,False,finance,49
100885,False,finance,50
100886,False,finance,46
100887,False,finance,55
100888,False,finance,39
100889,False,finance,41
100890,False,finance,49
100891,False,finance,53
100892,False,finance,47
100893,False,finance,53
100894,False,finance,54
100895,False,finance,54
100896,False,finance,44
100897,False,finance,45
100898,False,finance,54
100899,False,finance,46
100900,False,finance,59
100901,False,finance,56
100902,False,finance,45
100903,False,finance,54
100904,False,finance,40
100905,False,finance,49
100906,False,finance,51
100907,False,finance,48
100908,False,finance,45
100909,False,finance,55
100910,False,finance,58
100911,False,finance,59
100912,False,finance,54
100913,False,finance,39
100914,False,finance,46
100915,False,finance,46
100916,False,finance,55
100917,False,finance,61
100918,False,finance,54
100919,False,finance,60
100920,False,finance,38
100921,False,finance,57
100922,False,finance,59
100923,False,finance,52
100924,False,finance,39
100925,False,finance,54
100926,False,finance,60
100927,False,finance,50
100928,False,finance,46
100929,False,finance,56
100930,False,finance,60
100931,False,finance,52
100932,False,finance,52
100933,False,finance,44
100934,False,finance,39
100935,False,finance,50
100936,False,finance,66
100937,False,finance,55
100938,False,finance,53
100939,False,finance,45
100940,False,finance,49
100941,False,finance,41
100942,False,finance,50
100943,False,finance,52
100944,False,finance,43
100945,False,finance,44
100946,False,finance,40
100947,False,finance,57
100948,False,finance,50
100949,False,finance,63
100950,False,finance,38
100951,False,finance,40
100952,False,finance,50
100953,False,finance,50
100954,False,finance,45
100955,False,finance,48
100956,False,finance,61
100957,False,finance,52
100958,False,finance,57
100959,False,finance,53
100960,False,finance,45
100961,False,finance,52
100962,False,finance,40
100963,False,finance,49
100964,False,finance,40
100965,False,finance,55
100966,False,finance,38
100967,False,finance,64
100968,False,finance,54
100969,False,finance,52
100970,False,finance,53
100971,False,finance,52
100972,False,finance,55
100973,False,finance,61
100974,False,finance,51
100975,False,finance,46
100976,False,finance,52
100977,False,finance,40
100978,False,finance,47
100979,False,finance,53
100980,False,finance,54
100981,False,finance,54
100982,False,finance,46
100983,False,finance,49
100984,False,finance,57
100985,False,finance,62
100986,False,finance,46
100987,False,finance,47
100988,False,finance,54
100989,False,finance,47
100990,False,finance,48
100991,False,finance,60
100992,False,finance,42
100993,False,finance,53
100994,False,finance,47
100995,False,finance,48
100996,False,finance,54
100997,False,finance,47
100998,False,finance,54
100999,False,finance,50
101000,False,finance,48
101001,False,finance,42
101002,False,finance,56
101003,False,finance,45
101004,False,finance,46
101005,False,finance,52
101006,False,finance,68
101007,False,finance,48
101008,False,finance,51
101009,False,finance,51
101010,False,finance,49
101011,False,finance,45
101012,False,finance,35
101013,False,finance,51
101014,False,finance,52
101015,False,finance,49
101016,False,finance,50
101017,False,finance,53
101018,False,finance,52
101019,False,finance,48
101020,False,finance,49
101021,False,finance,61
101022,False,finance,51
101023,False,finance,41
101024,False,finance,40
101025,False,finance,45
101026,False,finance,65
101027,False,finance,50
101028,False,finance,52
101029,False,finance,45
101030,False,finance,56
101031,False,finance,50
101032,False,finance,52
101033,False,finance,58
101034,False,finance,51
101035,False,finance,43
101036,False,finance,59
101037,False,finance,49
101038,False,finance,54
101039,False,finance,54
101040,False,finance,46
101041,False,finance,57
101042,False,finance,54
101043,False,finance,45
101044,False,finance,55
101045,False,finance,55
101046,False,finance,56
101047,False,finance,53
101048,False,finance,58
101049,False,finance,38
101050,False,finance,38
101051,False,finance,48
101052,False,finance,47
101053,False,finance,50
101054,False,finance,37
101055,False,finance,57
101056,False,finance,34
101057,False,finance,48
101058,False,finance,44
101059,False,finance,48
101060,False,finance,46
101061,False,finance,44
101062,False,finance,47
101063,False,finance,50
101064,False,finance,52
101065,False,finance,37
101066,False,finance,44
101067,False,finance,57
101068,False,finance,51
101069,False,finance,41
101070,False,finance,45
101071,False,finance,45
101072,False,finance,53
101073,False,finance,55
101074,False,finance,34
101075,False,finance,54
101076,False,finance,58
101077,False,finance,44
101078,False,finance,46
101079,False,finance,47
101080,False,finance,58
101081,False,finance,49
101082,False,finance,38
101083,False,finance,50
101084,False,finance,53
101085,False,finance,55
101086,False,finance,66
101087,False,finance,46
101088,False,finance,56
101089,False,finance,34
101090,False,finance,67
101091,False,finance,49
101092,False,finance,43
101093,False,finance,47
101094,False,finance,56
101095,False,finance,57
101096,False,finance,43
101097,False,finance,49
101098,False,finance,44
101099,False,finance,52
101100,False,finance,41
101101,False,finance,55
101102,False,finance,53
101103,False,finance,55
101104,False,finance,60
101105,False,finance,47
101106,False,finance,40
101107,False,finance,45
101108,False,finance,46
101109,False,finance,40
101110,False,finance,50
101111,False,finance,51
101112,False,finance,54
101113,False,finance,56
101114,False,finance,40
101115,False,finance,56
101116,False,finance,40
101117,False,finance,56
101118,False,finance,47
101119,False,finance,58
101120,False,finance,61
101121,False,finance,56
101122,False,finance,48
101123,False,finance,36
101124,False,finance,44
101125,False,finance,55
101126,False,finance,69
101127,False,finance,47
101128,False,finance,43
101129,False,finance,52
101130,False,finance,52
101131,False,finance,57
101132,False,finance,48
101133,False,finance,45
101134,False,finance,62
101135,False,finance,49
101136,False,finance,54
101137,False,finance,41
101138,False,finance,53
101139,False,finance,51
101140,False,finance,50
101141,False,finance,37
101142,False,finance,57
101143,False,finance,51
101144,False,finance,33
101145,False,finance,49
101146,False,finance,59
101147,False,finance,68
101148,False,finance,51
101149,False,finance,49
101150,False,finance,37
101151,False,finance,56
101152,False,finance,49
101153,False,finance,44
101154,False,finance,53
101155,False,finance,51
101156,False,finance,50
101157,False,finance,63
101158,False,finance,53
101159,False,finance,46
101160,False,finance,55
101161,False,finance,48
101162,False,finance,50
101163,False,finance,40
101164,False,finance,48
101165,False,finance,56
101166,False,finance,48
101167,False,finance,52
101168,False,finance,56
101169,False,finance,51
101170,False,finance,53
101171,False,finance,39
101172,False,finance,44
101173,False,finance,31
101174,False,finance,59
101175,False,finance,66
101176,False,finance,49
101177,False,finance,50
101178,False,finance,45
101179,False,finance,60
101180,False,finance,56
101181,False,finance,50
101182,False,finance,52
101183,False,finance,46
101184,False,finance,43
101185,False,finance,50
101186,False,finance,46
101187,False,finance,56
101188,False,finance,51
101189,False,finance,48
101190,False,finance,41
101191,False,finance,50
101192,False,finance,46
101193,False,finance,44
101194,False,finance,44
101195,False,finance,55
101196,False,finance,48
101197,False,finance,46
101198,False,finance,57
101199,False,finance,47
101200,False,finance,56
101201,False,finance,52
101202,False,finance,38
101203,False,finance,54
101204,False,finance,56
101205,False,finance,66
101206,False,finance,45
101207,False,finance,46
101208,False,finance,56
101209,False,finance,50
101210,False,finance,47
101211,False,finance,58
101212,False,finance,55
101213,False,finance,62
101214,False,finance,45
101215,False,finance,43
101216,False,finance,59
101217,False,finance,55
101218,False,finance,65
101219,False,finance,47
101220,False,finance,56
101221,False,finance,48
101222,False,finance,58
101223,False,finance,49
101224,False,finance,54
101225,False,finance,34
101226,False,finance,42
101227,False,finance,51
101228,False,finance,41
101229,False,finance,42
101230,False,finance,45
101231,False,finance,54
101232,False,finance,44
101233,False,finance,51
101234,False,finance,61
101235,False,finance,54
101236,False,finance,51
101237,False,finance,46
101238,False,finance,52
101239,False,finance,55
101240,False,finance,37
101241,False,finance,45
101242,False,finance,54
101243,False,finance,35
101244,False,finance,65
101245,False,finance,54
101246,False,finance,43
101247,False,finance,55
101248,False,finance,45
101249,False,finance,49
101250,False,finance,37
101251,False,finance,40
101252,False,finance,55
101253,False,finance,48
101254,False,finance,48
101255,False,finance,43
101256,False,finance,45
101257,False,finance,52
101258,False,finance,46
101259,False,finance,52
101260,False,finance,53
101261,False,finance,44
101262,False,finance,54
101263,False,finance,46
101264,False,finance,52
101265,False,finance,65
101266,False,finance,43
101267,False,finance,54
101268,False,finance,48
101269,False,finance,52
101270,False,finance,49
101271,False,finance,48
101272,False,finance,43
101273,False,finance,39
101274,False,finance,62
101275,False,finance,45
101276,False,finance,55
101277,False,finance,52
101278,False,finance,53
101279,False,finance,55
101280,False,finance,43
101281,False,finance,55
101282,False,finance,44
101283,False,finance,45
101284,False,finance,36
101285,False,finance,55
101286,False,finance,54
101287,False,finance,63
101288,False,finance,43
101289,False,finance,55
101290,False,finance,50
101291,False,finance,47
101292,False,finance,52
101293,False,finance,45
101294,False,finance,60
101295,False,finance,56
101296,False,finance,53
101297,False,finance,54
101298,False,finance,49
101299,False,finance,64
101300,False,finance,58
101301,False,finance,49
101302,False,finance,46
101303,False,finance,35
101304,False,finance,63
101305,False,finance,56
101306,False,finance,53
101307,False,finance,42
101308,False,finance,37
101309,False,finance,53
101310,False,finance,57
101311,False,finance,40
101312,False,finance,46
101313,False,finance,50
101314,False,finance,47
101315,False,finance,46
101316,False,finance,66
101317,False,finance,47
101318,False,finance,64
101319,False,finance,39
101320,False,finance,51
101321,False,finance,43
101322,False,finance,54
101323,False,finance,59
101324,False,finance,49
101325,False,finance,42
101326,False,finance,42
101327,False,finance,44
101328,False,finance,42
101329,False,finance,55
101330,False,finance,50
101331,False,finance,38
101332,False,finance,44
101333,False,finance,39
101334,False,finance,50
101335,False,finance,44
101336,False,finance,48
101337,False,finance,52
101338,False,finance,48
101339,False,finance,51
101340,False,finance,54
101341,False,finance,50
101342,False,finance,59
101343,False,finance,51
101344,False,finance,52
101345,False,finance,46
101346,False,finance,54
101347,False,finance,48
101348,False,finance,43
101349,False,finance,48
101350,False,finance,57
101351,False,finance,49
101352,False,finance,53
101353,False,finance,44
101354,False,finance,55
101355,False,finance,58
101356,False,finance,46
101357,False,finance,49
101358,False,finance,49
101359,False,finance,48
101360,False,finance,61
101361,False,finance,37
101362,False,finance,48
101363,False,finance,71
101364,False,finance,53
101365,False,finance,47
101366,False,finance,51
101367,False,finance,44
101368,False,finance,47
101369,False,finance,47
101370,False,finance,55
101371,False,finance,54
101372,False,finance,44
101373,False,finance,50
101374,False,finance,57
101375,False,finance,51
101376,False,finance,56
101377,False,finance,56
101378,False,finance,57
101379,False,finance,41
101380,False,finance,52
101381,False,finance,42
101382,False,finance,60
101383,False,finance,61
101384,False,finance,52
101385,False,finance,60
101386,False,finance,53
101387,False,finance,49
101388,False,finance,45
101389,False,finance,46
101390,False,finance,43
101391,False,finance,61
101392,False,finance,43
101393,False,finance,54
101394,False,finance,57
101395,False,finance,57
101396,False,finance,54
