id,isCreator,tag,followerCount,node_index
100358,False,finance,58,358
100359,False,finance,54,359
100360,False,finance,45,360
100361,False,finance,43,361
100362,False,finance,43,362
100363,False,finance,48,363
100364,False,finance,57,364
100365,False,finance,45,365
100366,False,finance,52,366
100367,False,finance,53,367
100368,False,finance,51,368
100369,False,finance,56,369
100370,False,finance,59,370
100371,False,finance,60,371
100372,False,finance,48,372
100373,False,finance,45,373
100374,False,finance,53,374
100375,False,finance,41,375
100376,False,finance,42,376
100377,False,finance,40,377
100378,False,finance,45,378
100379,False,finance,53,379
100380,False,finance,43,380
100381,False,finance,59,381
100382,False,finance,52,382
100383,False,finance,48,383
100384,False,finance,50,384
100385,False,finance,42,385
100386,False,finance,38,386
100387,False,finance,44,387
100388,False,finance,45,388
100389,False,finance,55,389
100390,False,finance,51,390
100391,False,finance,53,391
100392,False,finance,55,392
100393,False,finance,52,393
100394,False,finance,50,394
100395,False,finance,46,395
100396,False,finance,40,396
100397,False,finance,55,397
100398,False,finance,54,398
100399,False,finance,44,399
100400,False,finance,57,400
100401,False,finance,45,401
100402,False,finance,47,402
100403,False,finance,62,403
100404,False,finance,66,404
100405,False,finance,43,405
100406,False,finance,59,406
100407,False,finance,57,407
100408,False,finance,54,408
100409,False,finance,44,409
100410,False,finance,65,410
100411,False,finance,42,411
100412,False,finance,62,412
100413,False,finance,54,413
100414,False,finance,65,414
100415,False,finance,46,415
100416,False,finance,44,416
100417,False,finance,37,417
100418,False,finance,47,418
100419,False,finance,36,419
100420,False,finance,51,420
100421,False,finance,46,421
100422,False,finance,60,422
100423,False,finance,44,423
100424,False,finance,59,424
100425,False,finance,59,425
100426,False,finance,64,426
100427,False,finance,56,427
100428,False,finance,50,428
100429,False,finance,56,429
100430,False,finance,48,430
100431,False,finance,44,431
100432,False,finance,47,432
100433,False,finance,46,433
100434,False,finance,32,434
100435,False,finance,48,435
100436,False,finance,56,436
100437,False,finance,48,437
100438,False,finance,65,438
100439,False,finance,52,439
100440,False,finance,65,440
100441,False,finance,52,441
100442,False,finance,44,442
100443,False,finance,44,443
100444,False,finance,56,444
100445,False,finance,48,445
100446,False,finance,54,446
100447,False,finance,57,447
100448,False,finance,44,448
100449,False,finance,52,449
100450,False,finance,39,450
100451,False,finance,45,451
100452,False,finance,59,452
100453,False,finance,53,453
100454,False,finance,38,454
100455,False,finance,47,455
100456,False,finance,55,456
100457,False,finance,38,457
100458,False,finance,54,458
100459,False,finance,58,459
100460,False,finance,50,460
100461,False,finance,58,461
100462,False,finance,54,462
100463,False,finance,45,463
100464,False,finance,57,464
100465,False,finance,58,465
100466,False,finance,54,466
100467,False,finance,54,467
100468,False,finance,52,468
100469,False,finance,42,469
100470,False,finance,59,470
100471,False,finance,58,471
100472,False,finance,46,472
100473,False,finance,42,473
100474,False,finance,58,474
100475,False,finance,53,475
100476,False,finance,53,476
100477,False,finance,56,477
100478,False,finance,56,478
100479,False,finance,69,479
100480,False,finance,54,480
100481,False,finance,46,481
100482,False,finance,37,482
100483,False,finance,47,483
100484,False,finance,55,484
100485,False,finance,56,485
100486,False,finance,50,486
100487,False,finance,54,487
100488,False,finance,48,488
100489,False,finance,42,489
100490,False,finance,54,490
100491,False,finance,38,491
100492,False,finance,53,492
100493,False,finance,66,493
100494,False,finance,49,494
100495,False,finance,48,495
100496,False,finance,48,496
100497,False,finance,60,497
100498,False,finance,43,498
100499,False,finance,53,499
100500,False,finance,59,500
100501,False,finance,71,501
100502,False,finance,59,502
100503,False,finance,56,503
100504,False,finance,41,504
100505,False,finance,62,505
100506,False,finance,57,506
100507,False,finance,40,507
100508,False,finance,54,508
100509,False,finance,43,509
100510,False,finance,36,510
100511,False,finance,45,511
100512,False,finance,46,512
100513,False,finance,48,513
100514,False,finance,52,514
100515,False,finance,54,515
100516,False,finance,56,516
100517,False,finance,50,517
100518,False,finance,41,518
100519,False,finance,52,519
100520,False,finance,51,520
100521,False,finance,46,521
100522,False,finance,38,522
100523,False,finance,30,523
100524,False,finance,48,524
100525,False,finance,51,525
100526,False,finance,57,526
100527,False,finance,42,527
100528,False,finance,53,528
100529,False,finance,54,529
100530,False,finance,55,530
100531,False,finance,47,531
100532,False,finance,38,532
100533,False,finance,51,533
100534,False,finance,49,534
100535,False,finance,50,535
100536,False,finance,38,536
100537,False,finance,44,537
100538,False,finance,59,538
100539,False,finance,43,539
100540,False,finance,53,540
100541,False,finance,51,541
100542,False,finance,43,542
100543,False,finance,37,543
100544,False,finance,45,544
100545,False,finance,59,545
100546,False,finance,55,546
100547,False,finance,47,547
100548,False,finance,59,548
100549,False,finance,49,549
100550,False,finance,50,550
100551,False,finance,61,551
100552,False,finance,45,552
100553,False,finance,62,553
100554,False,finance,53,554
100555,False,finance,55,555
100556,False,finance,42,556
100557,False,finance,72,557
100558,False,finance,59,558
100559,False,finance,44,559
100560,False,finance,49,560
100561,False,finance,47,561
100562,False,finance,42,562
100563,False,finance,71,563
100564,False,finance,53,564
100565,False,finance,56,565
100566,False,finance,44,566
100567,False,finance,42,567
100568,False,finance,46,568
100569,False,finance,48,569
100570,False,finance,52,570
100571,False,finance,42,571
100572,False,finance,53,572
100573,False,finance,58,573
100574,False,finance,52,574
100575,False,finance,43,575
100576,False,finance,45,576
100577,False,finance,51,577
100578,False,finance,32,578
100579,False,finance,49,579
100580,False,finance,46,580
100581,False,finance,32,581
100582,False,finance,53,582
100583,False,finance,49,583
100584,False,finance,50,584
100585,False,finance,41,585
100586,False,finance,46,586
100587,False,finance,43,587
100588,False,finance,72,588
100589,False,finance,54,589
100590,False,finance,59,590
100591,False,finance,54,591
100592,False,finance,65,592
100593,False,finance,50,593
100594,False,finance,59,594
100595,False,finance,54,595
100596,False,finance,44,596
100597,False,finance,48,597
100598,False,finance,40,598
100599,False,finance,59,599
100600,False,finance,51,600
100601,False,finance,60,601
100602,False,finance,46,602
100603,False,finance,57,603
100604,False,finance,57,604
100605,False,finance,57,605
100606,False,finance,51,606
100607,False,finance,46,607
100608,False,finance,48,608
100609,False,finance,48,609
100610,False,finance,44,610
100611,False,finance,44,611
100612,False,finance,52,612
100613,False,finance,52,613
100614,False,finance,47,614
100615,False,finance,50,615
100616,False,finance,47,616
100617,False,finance,52,617
100618,False,finance,52,618
100619,False,finance,57,619
100620,False,finance,67,620
100621,False,finance,43,621
100622,False,finance,53,622
100623,False,finance,47,623
100624,False,finance,50,624
100625,False,finance,45,625
100626,False,finance,57,626
100627,False,finance,46,627
100628,False,finance,55,628
100629,False,finance,48,629
100630,False,finance,42,630
100631,False,finance,43,631
100632,False,finance,54,632
100633,False,finance,51,633
100634,False,finance,69,634
100635,False,finance,57,635
100636,False,finance,66,636
100637,False,finance,44,637
100638,False,finance,52,638
100639,False,finance,47,639
100640,False,finance,56,640
100641,False,finance,57,641
100642,False,finance,53,642
100643,False,finance,53,643
100644,False,finance,52,644
100645,False,finance,55,645
100646,False,finance,44,646
100647,False,finance,52,647
100648,False,finance,44,648
100649,False,finance,52,649
100650,False,finance,54,650
100651,False,finance,48,651
100652,False,finance,41,652
100653,False,finance,55,653
100654,False,finance,45,654
100655,False,finance,43,655
100656,False,finance,44,656
100657,False,finance,37,657
100658,False,finance,37,658
100659,False,finance,44,659
100660,False,finance,60,660
100661,False,finance,51,661
100662,False,finance,46,662
100663,False,finance,51,663
100664,False,finance,49,664
100665,False,finance,51,665
100666,False,finance,42,666
100667,False,finance,43,667
100668,False,finance,39,668
100669,False,finance,56,669
100670,False,finance,53,670
100671,False,finance,63,671
100672,False,finance,48,672
100673,False,finance,51,673
100674,False,finance,50,674
100675,False,finance,38,675
100676,False,finance,41,676
100677,False,finance,56,677
100678,False,finance,45,678
100679,False,finance,51,679
100680,False,finance,48,680
100681,False,finance,52,681
100682,False,finance,62,682
100683,False,finance,40,683
100684,False,finance,47,684
100685,False,finance,59,685
100686,False,finance,57,686
100687,False,finance,38,687
100688,False,finance,42,688
100689,False,finance,47,689
100690,False,finance,53,690
100691,False,finance,41,691
100692,False,finance,62,692
100693,False,finance,52,693
100694,False,finance,42,694
100695,False,finance,48,695
100696,False,finance,47,696
100697,False,finance,46,697
100698,False,finance,49,698
100699,False,finance,53,699
100700,False,finance,52,700
100701,False,finance,42,701
100702,False,finance,56,702
100703,False,finance,41,703
100704,False,finance,46,704
100705,False,finance,54,705
100706,False,finance,57,706
100707,False,finance,46,707
100708,False,finance,50,708
100709,False,finance,41,709
100710,False,finance,49,710
100711,False,finance,47,711
100712,False,finance,58,712
100713,False,finance,56,713
100714,False,finance,48,714
100715,False,finance,56,715
100716,False,finance,51,716
100717,False,finance,68,717
100718,False,finance,40,718
100719,False,finance,49,719
100720,False,finance,39,720
100721,False,finance,41,721
100722,False,finance,55,722
100723,False,finance,47,723
100724,False,finance,49,724
100725,False,finance,56,725
100726,False,finance,54,726
100727,False,finance,45,727
100728,False,finance,49,728
100729,False,finance,53,729
100730,False,finance,53,730
100731,False,finance,36,731
100732,False,finance,41,732
100733,False,finance,50,733
100734,False,finance,32,734
100735,False,finance,55,735
100736,False,finance,37,736
100737,False,finance,47,737
100738,False,finance,47,738
100739,False,finance,53,739
100740,False,finance,42,740
100741,False,finance,53,741
100742,False,finance,45,742
100743,False,finance,46,743
100744,False,finance,53,744
100745,False,finance,43,745
100746,False,finance,52,746
100747,False,finance,53,747
100748,False,finance,57,748
100749,False,finance,52,749
100750,False,finance,57,750
100751,False,finance,41,751
100752,False,finance,63,752
100753,False,finance,47,753
100754,False,finance,49,754
100755,False,finance,65,755
100756,False,finance,40,756
100757,False,finance,60,757
100758,False,finance,45,758
100759,False,finance,62,759
100760,False,finance,56,760
100761,False,finance,58,761
100762,False,finance,56,762
100763,False,finance,42,763
100764,False,finance,33,764
100765,False,finance,41,765
100766,False,finance,57,766
100767,False,finance,50,767
100768,False,finance,55,768
100769,False,finance,52,769
100770,False,finance,46,770
100771,False,finance,54,771
100772,False,finance,53,772
100773,False,finance,42,773
100774,False,finance,39,774
100775,False,finance,57,775
100776,False,finance,51,776
100777,False,finance,52,777
100778,False,finance,47,778
100779,False,finance,51,779
100780,False,finance,56,780
100781,False,finance,55,781
100782,False,finance,67,782
100783,False,finance,46,783
100784,False,finance,46,784
100785,False,finance,49,785
100786,False,finance,60,786
100787,False,finance,48,787
100788,False,finance,54,788
100789,False,finance,52,789
100790,False,finance,57,790
100791,False,finance,52,791
100792,False,finance,53,792
100793,False,finance,52,793
100794,False,finance,51,794
100795,False,finance,54,795
100796,False,finance,45,796
100797,False,finance,50,797
100798,False,finance,35,798
100799,False,finance,56,799
100800,False,finance,56,800
100801,False,finance,49,801
100802,False,finance,46,802
100803,False,finance,38,803
100804,False,finance,52,804
100805,False,finance,53,805
100806,False,finance,53,806
100807,False,finance,40,807
100808,False,finance,58,808
100809,False,finance,51,809
100810,False,finance,43,810
100811,False,finance,46,811
100812,False,finance,45,812
100813,False,finance,46,813
100814,False,finance,45,814
100815,False,finance,59,815
100816,False,finance,43,816
100817,False,finance,49,817
100818,False,finance,41,818
100819,False,finance,55,819
100820,False,finance,49,820
100821,False,finance,56,821
100822,False,finance,52,822
100823,False,finance,55,823
100824,False,finance,67,824
100825,False,finance,35,825
100826,False,finance,45,826
100827,False,finance,61,827
100828,False,finance,45,828
100829,False,finance,49,829
100830,False,finance,36,830
100831,False,finance,30,831
100832,False,finance,61,832
100833,False,finance,51,833
100834,False,finance,47,834
100835,False,finance,64,835
100836,False,finance,48,836
100837,False,finance,45,837
100838,False,finance,43,838
100839,False,finance,49,839
100840,False,finance,52,840
100841,False,finance,40,841
100842,False,finance,44,842
100843,False,finance,58,843
100844,False,finance,50,844
100845,False,finance,59,845
100846,False,finance,37,846
100847,False,finance,51,847
100848,False,finance,49,848
100849,False,finance,58,849
100850,False,finance,49,850
100851,False,finance,53,851
100852,False,finance,36,852
100853,False,finance,57,853
100854,False,finance,43,854
100855,False,finance,42,855
100856,False,finance,56,856
100857,False,finance,44,857
100858,False,finance,49,858
100859,False,finance,51,859
100860,False,finance,39,860
100861,False,finance,57,861
100862,False,finance,43,862
100863,False,finance,45,863
100864,False,finance,52,864
100865,False,finance,57,865
100866,False,finance,62,866
100867,False,finance,42,867
100868,False,finance,57,868
100869,False,finance,41,869
100870,False,finance,43,870
100871,False,finance,53,871
100872,False,finance,49,872
100873,False,finance,57,873
100874,False,finance,70,874
100875,False,finance,53,875
100876,False,finance,60,876
100877,False,finance,42,877
100878,False,finance,51,878
100879,False,finance,38,879
100880,False,finance,43,880
100881,False,finance,57,881
100882,False,finance,54,882
100883,False,finance,49,883
100884,False,finance,49,884
100885,False,finance,50,885
100886,False,finance,46,886
100887,False,finance,55,887
100888,False,finance,39,888
100889,False,finance,41,889
100890,False,finance,49,890
100891,False,finance,53,891
100892,False,finance,47,892
100893,False,finance,53,893
100894,False,finance,54,894
100895,False,finance,54,895
100896,False,finance,44,896
100897,False,finance,45,897
100898,False,finance,54,898
100899,False,finance,46,899
100900,False,finance,59,900
100901,False,finance,56,901
100902,False,finance,45,902
100903,False,finance,54,903
100904,False,finance,40,904
100905,False,finance,49,905
100906,False,finance,51,906
100907,False,finance,48,907
100908,False,finance,45,908
100909,False,finance,55,909
100910,False,finance,58,910
100911,False,finance,59,911
100912,False,finance,54,912
100913,False,finance,39,913
100914,False,finance,46,914
100915,False,finance,46,915
100916,False,finance,55,916
100917,False,finance,61,917
100918,False,finance,54,918
100919,False,finance,60,919
100920,False,finance,38,920
100921,False,finance,57,921
100922,False,finance,59,922
100923,False,finance,52,923
100924,False,finance,39,924
100925,False,finance,54,925
100926,False,finance,60,926
100927,False,finance,50,927
100928,False,finance,46,928
100929,False,finance,56,929
100930,False,finance,60,930
100931,False,finance,52,931
100932,False,finance,52,932
100933,False,finance,44,933
100934,False,finance,39,934
100935,False,finance,50,935
100936,False,finance,66,936
100937,False,finance,55,937
100938,False,finance,53,938
100939,False,finance,45,939
100940,False,finance,49,940
100941,False,finance,41,941
100942,False,finance,50,942
100943,False,finance,52,943
100944,False,finance,43,944
100945,False,finance,44,945
100946,False,finance,40,946
100947,False,finance,57,947
100948,False,finance,50,948
100949,False,finance,63,949
100950,False,finance,38,950
100951,False,finance,40,951
100952,False,finance,50,952
100953,False,finance,50,953
100954,False,finance,45,954
100955,False,finance,48,955
100956,False,finance,61,956
100957,False,finance,52,957
100958,False,finance,57,958
100959,False,finance,53,959
100960,False,finance,45,960
100961,False,finance,52,961
100962,False,finance,40,962
100963,False,finance,49,963
100964,False,finance,40,964
100965,False,finance,55,965
100966,False,finance,38,966
100967,False,finance,64,967
100968,False,finance,54,968
100969,False,finance,52,969
100970,False,finance,53,970
100971,False,finance,52,971
100972,False,finance,55,972
100973,False,finance,61,973
100974,False,finance,51,974
100975,False,finance,46,975
100976,False,finance,52,976
100977,False,finance,40,977
100978,False,finance,47,978
100979,False,finance,53,979
100980,False,finance,54,980
100981,False,finance,54,981
100982,False,finance,46,982
100983,False,finance,49,983
100984,False,finance,57,984
100985,False,finance,62,985
100986,False,finance,46,986
100987,False,finance,47,987
100988,False,finance,54,988
100989,False,finance,47,989
100990,False,finance,48,990
100991,False,finance,60,991
100992,False,finance,42,992
100993,False,finance,53,993
100994,False,finance,47,994
100995,False,finance,48,995
100996,False,finance,54,996
100997,False,finance,47,997
100998,False,finance,54,998
100999,False,finance,50,999
101000,False,finance,48,1000
101001,False,finance,42,1001
101002,False,finance,56,1002
101003,False,finance,45,1003
101004,False,finance,46,1004
101005,False,finance,52,1005
101006,False,finance,68,1006
101007,False,finance,48,1007
101008,False,finance,51,1008
101009,False,finance,51,1009
101010,False,finance,49,1010
101011,False,finance,45,1011
101012,False,finance,35,1012
101013,False,finance,51,1013
101014,False,finance,52,1014
101015,False,finance,49,1015
101016,False,finance,50,1016
101017,False,finance,53,1017
101018,False,finance,52,1018
101019,False,finance,48,1019
101020,False,finance,49,1020
101021,False,finance,61,1021
101022,False,finance,51,1022
101023,False,finance,41,1023
101024,False,finance,40,1024
101025,False,finance,45,1025
101026,False,finance,65,1026
101027,False,finance,50,1027
101028,False,finance,52,1028
101029,False,finance,45,1029
101030,False,finance,56,1030
101031,False,finance,50,1031
101032,False,finance,52,1032
101033,False,finance,58,1033
101034,False,finance,51,1034
101035,False,finance,43,1035
101036,False,finance,59,1036
101037,False,finance,49,1037
101038,False,finance,54,1038
101039,False,finance,54,1039
101040,False,finance,46,1040
101041,False,finance,57,1041
101042,False,finance,54,1042
101043,False,finance,45,1043
101044,False,finance,55,1044
101045,False,finance,55,1045
101046,False,finance,56,1046
101047,False,finance,53,1047
101048,False,finance,58,1048
101049,False,finance,38,1049
101050,False,finance,38,1050
101051,False,finance,48,1051
101052,False,finance,47,1052
101053,False,finance,50,1053
101054,False,finance,37,1054
101055,False,finance,57,1055
101056,False,finance,34,1056
101057,False,finance,48,1057
101058,False,finance,44,1058
101059,False,finance,48,1059
101060,False,finance,46,1060
101061,False,finance,44,1061
101062,False,finance,47,1062
101063,False,finance,50,1063
101064,False,finance,52,1064
101065,False,finance,37,1065
101066,False,finance,44,1066
101067,False,finance,57,1067
101068,False,finance,51,1068
101069,False,finance,41,1069
101070,False,finance,45,1070
101071,False,finance,45,1071
101072,False,finance,53,1072
101073,False,finance,55,1073
101074,False,finance,34,1074
101075,False,finance,54,1075
101076,False,finance,58,1076
101077,False,finance,44,1077
101078,False,finance,46,1078
101079,False,finance,47,1079
101080,False,finance,58,1080
101081,False,finance,49,1081
101082,False,finance,38,1082
101083,False,finance,50,1083
101084,False,finance,53,1084
101085,False,finance,55,1085
101086,False,finance,66,1086
101087,False,finance,46,1087
101088,False,finance,56,1088
101089,False,finance,34,1089
101090,False,finance,67,1090
101091,False,finance,49,1091
101092,False,finance,43,1092
101093,False,finance,47,1093
101094,False,finance,56,1094
101095,False,finance,57,1095
101096,False,finance,43,1096
101097,False,finance,49,1097
101098,False,finance,44,1098
101099,False,finance,52,1099
101100,False,finance,41,1100
101101,False,finance,55,1101
101102,False,finance,53,1102
101103,False,finance,55,1103
101104,False,finance,60,1104
101105,False,finance,47,1105
101106,False,finance,40,1106
101107,False,finance,45,1107
101108,False,finance,46,1108
101109,False,finance,40,1109
101110,False,finance,50,1110
101111,False,finance,51,1111
101112,False,finance,54,1112
101113,False,finance,56,1113
101114,False,finance,40,1114
101115,False,finance,56,1115
101116,False,finance,40,1116
101117,False,finance,56,1117
101118,False,finance,47,1118
101119,False,finance,58,1119
101120,False,finance,61,1120
101121,False,finance,56,1121
101122,False,finance,48,1122
101123,False,finance,36,1123
101124,False,finance,44,1124
101125,False,finance,55,1125
101126,False,finance,69,1126
101127,False,finance,47,1127
101128,False,finance,43,1128
101129,False,finance,52,1129
101130,False,finance,52,1130
101131,False,finance,57,1131
101132,False,finance,48,1132
101133,False,finance,45,1133
101134,False,finance,62,1134
101135,False,finance,49,1135
101136,False,finance,54,1136
101137,False,finance,41,1137
101138,False,finance,53,1138
101139,False,finance,51,1139
101140,False,finance,50,1140
101141,False,finance,37,1141
101142,False,finance,57,1142
101143,False,finance,51,1143
101144,False,finance,33,1144
101145,False,finance,49,1145
101146,False,finance,59,1146
101147,False,finance,68,1147
101148,False,finance,51,1148
101149,False,finance,49,1149
